,Node,Degree,In degree nodes,Out degree nodes,Betweenness centrality,Local reaching centrality,Label
118,341697432501618660556921926132231886294070036119,11,6,5,0.008917961123843476,0.018071845930876986,Pheno <= 0.67
119,624005623655726474188392415263575322370572793900,9,4,5,0.015420327221797812,2.2107870500916014,Pheno <= 0.72
120,1105409889957482382147904612606127892453833009698,11,4,7,0.026026546982429333,2.141385806216788,Tit Acid > 0.24
121,1172701435691027738753025288653525731227105037060,2,1,1,0.0,0.0009170939575860888,moisture <= 88.8
122,1210373156880638738809015111259195620305097167445,2,1,1,3.183091418385536e-06,0.0003056979858620296,moisture > 87.14
123,16769566651221792157231450049135750503234403831,7,3,4,0.05065253374076904,1.8144881307589331,Tit Acid > 0.25
124,458684214623207036791787268277925060784537445389,2,1,1,1.591545709192768e-05,0.0003056979858620296,moisture <= 87.14
125,859064382110568225416817075337968898422716111399,11,4,7,0.028328983108394875,2.2028509629216826,Pheno <= 0.79
126,1105723473131512891662254085371005836659730519156,2,1,1,0.0008212375859434683,0.0006113959717240592,pH <= 4.34
127,393591123370810716850444635655719593158097307974,2,1,1,9.549274255156608e-06,0.0003056979858620296,Brix <= 12.66
128,1109473617230747653753686183885584306394833404050,5,2,3,0.04069582378405908,2.0691300115396443,Brix <= 11.14
129,234441933627735289965281891172678086869419897446,3,1,2,0.020656671759612937,2.2566872459532705,Brix <= 11.0
130,72327627844386361034506630257391595902933838976,3,1,2,0.020099630761395468,2.306764591525916,Brix > 11.0
131,1110286006501510599660955608137587775701142963526,3,1,2,0.004793735676088617,1.4933453920924182,pH <= 5.14
132,1187360199162734959084413965255746161794385449469,3,1,2,0.004854214413037942,1.497701958255316,Brix > 9.8
133,1191406040714575450342483790479019848796166491923,2,1,1,3.183091418385536e-06,0.0009170939575860888,Brix <= 9.8
134,1110568790232959905630420289486502087486430946508,3,1,2,0.0018223198370257193,0.008890716422154029,moisture <= 88.83
135,638254941434425009241185403461603115291452345245,3,1,2,0.0002339572192513369,0.003668375830344355,Brix > 10.76
136,906280855876593157635545003122736618448311494803,2,1,1,0.0,0.002445583886896237,Brix <= 10.76
137,1111357363337626467915817659119738882494459303476,3,1,2,0.002441431117901706,0.0015284899293101482,Brix > 11.15
138,1358888704148725042736779055286277492132079590856,2,1,1,6.366182836771072e-06,0.0003056979858620296,pH > 4.34
139,1115553694368208956972528467008670413289210180059,5,2,3,0.007677616501145913,1.9768181931369246,pH > 4.09
140,1118626552187691828639213513567143945997052379667,2,1,1,0.0,0.0006113959717240592,Brix > 11.27
141,1120903904305686376807339180315138316946784276765,3,1,2,7.639419404125286e-05,0.0036174261660340177,Brix <= 14.55
142,1164855885306831319184235241463983184084645723167,3,2,1,7.95772854596384e-06,0.0012227919434481184,pH <= 4.54
143,116714911697737382047441536574520846070686499340,5,2,3,0.002455755029284441,0.0018341879151721776,pH > 4.54
144,1121632004201231542391068396138858316221906157889,3,1,2,0.0016297428062133944,0.0012227919434481184,pH > 4.91
145,122445604033908938473078190630948358698133432926,2,1,1,1.2732365673542144e-05,0.0003056979858620296,Brix <= 8.88
146,158059194345770793863619625413686121428844757978,2,1,1,6.366182836771072e-06,0.0003056979858620296,Brix > 8.88
147,1121855515770154852410290409449112403849897227292,2,1,1,1.2732365673542144e-05,0.0003056979858620296,moisture <= 78.02
148,1123813039185387328847940573523349697655945745154,2,1,1,9.549274255156608e-06,0.0003056979858620296,moisture <= 77.57
149,1126028288583402792954593979931506693205789403109,3,1,2,0.0074224386724386715,2.5799962394746183,moisture > 87.97
150,41417030911434338004125230269439804259879445302,23,9,14,0.05273374501315679,2.4524324752830893,Pheno > 0.78
151,1136240926082328168886313995259017748045748129998,5,3,2,4.774637127578304e-05,0.0027512818727582667,Pheno <= 0.64
152,1136839288224229192037079574851724102321812647152,3,1,2,0.0,3.69853209519824,moisture > 71.33
153,1459505541307075317069583903840023895269513889914,16,7,9,0.029448476360241064,2.6822216080971657,Pheno <= 0.7
154,945983268971432222548859207615769581540823239463,16,6,10,0.08294160088277736,3.5487850680766044,Pheno > 0.7
155,1138227443913740506058274027235633170219865754505,5,2,3,0.007976827094474153,4.783573325408139,Tit Acid <= 0.21
156,1240466776276824222017031893427282886635574916775,3,1,2,2.8647822765469824e-05,4.5171400658908425,pH > 4.99
157,1447020924709357829249665852444662160906055523561,3,1,2,0.008011841100076394,2.2052960901471135,pH <= 4.99
158,114189968201256226507441273296838158293259521330,2,1,1,2.8647822765469824e-05,0.0003056979858620296,Brix <= 11.32
159,114288386783329094858692510758135355427541248708,9,3,6,0.004451022833375774,4.960405709039751,pH <= 5.16
160,526047352448732854443680809168250965427631523486,2,1,1,1.2732365673542144e-05,0.0003056979858620296,pH <= 4.98
161,531509356863486706025982339411863302481303645584,5,2,3,0.005396400984636279,2.0762351244389983,Brix <= 9.91
162,825792580619614131751020977051041803762036359722,2,1,1,4.774637127578303e-06,0.0003056979858620296,pH > 4.98
163,892641096355272269845543261565401309761422639964,5,2,3,0.0032021899668958492,4.421522837192075,Brix > 9.91
164,114417977878880735374340839360950363312987496982,2,0,2,0.0,4.923991431344427,pH > 4.41
165,149702574861862781640897559315302020438679772497,3,2,1,3.5014005602240894e-05,0.002445583886896237,Tit Acid <= 0.09
166,189078214289674865644358532974550465226588841649,10,4,6,0.029820791953144896,2.6762099134311437,Tit Acid <= 0.2
167,978240363515654852646980169628775635440671287094,2,1,1,6.403318903318903e-05,0.0003056979858620296,moisture <= 84.25
168,1153417406874620875477637336154330185777695478090,2,1,1,0.0,2.1437176381491945,moisture > 83.75
169,1308425805814366873910502507832070611603025885708,8,3,5,0.021362257024021735,2.271367926424744,pH <= 5.17
170,1162337874571585539831538580960191134516666783601,3,1,2,0.003195823784059078,2.876898798788909,Brix <= 10.18
171,30919185512656709085427375044464017285309148467,3,1,2,0.0032563025210084035,3.1112800744186777,moisture > 88.43
172,993991903056697954683126545050747895764612025582,2,1,1,3.183091418385536e-06,0.0003056979858620296,moisture <= 88.43
